Concordant	Discordant	Missing	Filtered	TP	FP	TN	FN	num_neigh	program	sample	technology	coverage	experiment
27	20	0	0	35	8	39	12	6	orig	HG02723	r10	32x	ds
13	10	0	0	18	5	18	5	7	orig	HG02723	r10	32x	ds
10	10	0	0	10	0	20	10	8	orig	HG02723	r10	32x	ds
5	5	0	0	7	2	8	3	9	orig	HG02723	r10	32x	ds
0	0	0	0	0	0	0	0	10	orig	HG02723	r10	32x	ds
12322	2009	0	0	16190	2025	10281	166	0	kanpig	HG02723	r9	32x	ts
5510	3584	0	0	6893	2531	7661	1103	1	kanpig	HG02723	r9	32x	ts
1449	886	0	0	1716	767	2040	147	2	kanpig	HG02723	r9	32x	ts
785	537	0	0	933	443	1161	107	3	kanpig	HG02723	r9	32x	ts
301	252	0	0	378	203	470	55	4	kanpig	HG02723	r9	32x	ts
185	179	0	0	222	150	321	35	5	kanpig	HG02723	r9	32x	ts
102	141	0	0	133	114	211	28	6	kanpig	HG02723	r9	32x	ts
65	103	0	0	95	83	135	23	7	kanpig	HG02723	r9	32x	ts
33	52	0	0	45	40	73	12	8	kanpig	HG02723	r9	32x	ts
11	29	0	0	16	24	35	5	9	kanpig	HG02723	r9	32x	ts
11	26	0	0	16	22	31	5	10	kanpig	HG02723	r9	32x	ts
13624	633	0	0	17905	237	9963	409	0	svjedi	HG02723	r9	32x	ts
4472	4564	0	0	9193	173	4313	4393	1	svjedi	HG02723	r9	32x	ts
1709	616	0	0	2399	76	1633	542	2	svjedi	HG02723	r9	32x	ts
881	434	0	0	1330	39	866	395	3	svjedi	HG02723	r9	32x	ts
421	126	0	0	551	25	417	101	4	svjedi	HG02723	r9	32x	ts
280	84	0	0	360	12	284	72	5	svjedi	HG02723	r9	32x	ts
165	76	0	0	233	12	173	64	6	svjedi	HG02723	r9	32x	ts
130	38	0	0	163	15	135	23	7	svjedi	HG02723	r9	32x	ts
62	23	0	0	72	13	75	10	8	svjedi	HG02723	r9	32x	ts
32	7	0	0	37	2	34	5	9	svjedi	HG02723	r9	32x	ts
31	5	0	0	36	1	31	4	10	svjedi	HG02723	r9	32x	ts
13103	1207	0	0	17241	951	10091	337	0	sniffles	HG02723	r9	32x	ts
2829	6260	0	0	8750	669	3114	5645	1	sniffles	HG02723	r9	32x	ts
1147	1181	0	0	2003	473	1443	737	2	sniffles	HG02723	r9	32x	ts
473	848	0	0	1047	328	730	537	3	sniffles	HG02723	r9	32x	ts
202	351	0	0	435	146	315	210	4	sniffles	HG02723	r9	32x	ts
125	239	0	0	272	100	215	141	5	sniffles	HG02723	r9	32x	ts
71	172	0	0	189	58	125	114	6	sniffles	HG02723	r9	32x	ts
51	117	0	0	116	62	102	56	7	sniffles	HG02723	r9	32x	ts
16	69	0	0	55	30	46	39	8	sniffles	HG02723	r9	32x	ts
12	28	0	0	30	10	22	18	9	sniffles	HG02723	r9	32x	ts
7	30	0	0	34	4	10	26	10	sniffles	HG02723	r9	32x	ts
12510	1774	0	0	16446	1737	10167	218	0	cutesv	HG02723	r9	32x	ts
3304	5772	0	0	7504	1902	4707	4039	1	cutesv	HG02723	r9	32x	ts
728	1608	0	0	964	1522	1990	196	2	cutesv	HG02723	r9	32x	ts
240	1079	0	0	356	1017	1159	106	3	cutesv	HG02723	r9	32x	ts
64	489	0	0	77	505	514	10	4	cutesv	HG02723	r9	32x	ts
26	338	0	0	29	343	354	2	5	cutesv	HG02723	r9	32x	ts
3	238	0	0	3	242	237	0	6	cutesv	HG02723	r9	32x	ts
8	160	0	0	8	170	158	0	7	cutesv	HG02723	r9	32x	ts
1	84	0	0	1	84	85	0	8	cutesv	HG02723	r9	32x	ts
0	39	0	0	0	39	39	0	9	cutesv	HG02723	r9	32x	ts
0	36	0	0	0	37	35	0	10	cutesv	HG02723	r9	32x	ts
11853	2374	0	0	15627	150	10202	2475	0	kanpig	HG02723	r9	32x	ds
2599	5446	0	0	6259	3474	4343	2014	1	kanpig	HG02723	r9	32x	ds
622	782	0	0	900	234	1100	574	2	kanpig	HG02723	r9	32x	ds
211	392	0	0	334	110	464	298	3	kanpig	HG02723	r9	32x	ds
59	185	0	0	89	26	207	166	4	kanpig	HG02723	r9	32x	ds
29	102	0	0	40	11	117	94	5	kanpig	HG02723	r9	32x	ds
16	89	0	0	16	0	104	90	6	kanpig	HG02723	r9	32x	ds
2	64	0	0	3	1	65	63	7	kanpig	HG02723	r9	32x	ds
3	34	0	0	3	0	37	34	8	kanpig	HG02723	r9	32x	ds
1	22	0	0	1	0	23	22	9	kanpig	HG02723	r9	32x	ds
1	21	0	0	1	0	21	22	10	kanpig	HG02723	r9	32x	ds
12884	1260	0	0	16873	246	10025	1144	0	svjedi	HG02723	r9	32x	ds
2020	5988	0	0	7723	5501	2288	504	1	svjedi	HG02723	r9	32x	ds
624	693	0	0	1173	500	757	204	2	svjedi	HG02723	r9	32x	ds
192	313	0	0	451	245	245	69	3	svjedi	HG02723	r9	32x	ds
61	98	0	0	116	50	101	51	4	svjedi	HG02723	r9	32x	ds
26	31	0	0	45	19	36	14	5	svjedi	HG02723	r9	32x	ds
17	19	0	0	24	7	29	12	6	svjedi	HG02723	r9	32x	ds
5	13	0	0	7	2	16	11	7	svjedi	HG02723	r9	32x	ds
3	15	0	0	3	0	18	15	8	svjedi	HG02723	r9	32x	ds
0	5	0	0	1	1	4	4	9	svjedi	HG02723	r9	32x	ds
1	0	0	0	1	0	1	0	10	svjedi	HG02723	r9	32x	ds
12713	1449	0	0	16716	265	10026	1317	0	sniffles	HG02723	r9	32x	ds
2176	5869	0	0	7601	5227	2587	675	1	sniffles	HG02723	r9	32x	ds
602	785	0	0	1112	462	856	344	2	sniffles	HG02723	r9	32x	ds
165	449	0	0	431	253	328	216	3	sniffles	HG02723	r9	32x	ds
37	219	0	0	102	60	184	166	4	sniffles	HG02723	r9	32x	ds
19	139	0	0	40	21	133	122	5	sniffles	HG02723	r9	32x	ds
17	99	0	0	25	8	108	91	6	sniffles	HG02723	r9	32x	ds
1	94	0	0	6	5	83	96	7	sniffles	HG02723	r9	32x	ds
1	51	0	0	2	1	51	50	8	sniffles	HG02723	r9	32x	ds
0	28	0	0	1	1	27	27	9	sniffles	HG02723	r9	32x	ds
1	34	0	0	1	0	34	35	10	sniffles	HG02723	r9	32x	ds
12359	1869	0	0	16233	179	10167	1877	0	cutesv	HG02723	r9	32x	ds
2368	5688	0	0	7026	4503	3321	1262	1	cutesv	HG02723	r9	32x	ds
568	786	0	0	856	258	1029	565	2	cutesv	HG02723	r9	32x	ds
165	435	0	0	314	139	441	306	3	cutesv	HG02723	r9	32x	ds
52	192	0	0	71	17	217	183	4	cutesv	HG02723	r9	32x	ds
18	150	0	0	23	5	156	152	5	cutesv	HG02723	r9	32x	ds
7	96	0	0	9	2	98	97	6	cutesv	HG02723	r9	32x	ds
3	52	0	0	4	1	53	52	7	cutesv	HG02723	r9	32x	ds
2	35	0	0	2	0	37	35	8	cutesv	HG02723	r9	32x	ds
0	19	0	0	0	0	19	19	9	cutesv	HG02723	r9	32x	ds
0	7	0	0	0	0	6	8	10	cutesv	HG02723	r9	32x	ds
13074	1147	0	0	17119	286	10060	977	0	orig	HG02723	r9	32x	ds
2632	5563	0	0	7933	5083	2882	492	1	orig	HG02723	r9	32x	ds
815	563	0	0	1291	415	899	151	2	orig	HG02723	r9	32x	ds
264	291	0	0	496	211	321	82	3	orig	HG02723	r9	32x	ds
90	78	0	0	140	42	116	38	4	orig	HG02723	r9	32x	ds
46	42	0	0	69	21	65	21	5	orig	HG02723	r9	32x	ds
27	20	0	0	35	8	39	12	6	orig	HG02723	r9	32x	ds
13	10	0	0	18	5	18	5	7	orig	HG02723	r9	32x	ds
10	10	0	0	10	0	20	10	8	orig	HG02723	r9	32x	ds
5	5	0	0	7	2	8	3	9	orig	HG02723	r9	32x	ds
0	0	0	0	0	0	0	0	10	orig	HG02723	r9	32x	ds
11734	2556	0	0	16224	1936	9671	749	0	kanpig	HG02723	r10	8x	ts
5671	3403	0	0	7153	2251	7550	1194	1	kanpig	HG02723	r10	8x	ts
1489	844	0	0	1813	669	1984	200	2	kanpig	HG02723	r10	8x	ts
784	523	0	0	987	374	1095	158	3	kanpig	HG02723	r10	8x	ts
284	258	0	0	384	186	437	77	4	kanpig	HG02723	r10	8x	ts
180	180	0	0	233	135	302	50	5	kanpig	HG02723	r10	8x	ts
113	128	0	0	141	104	212	25	6	kanpig	HG02723	r10	8x	ts
65	98	0	0	97	76	128	25	7	kanpig	HG02723	r10	8x	ts
31	50	0	0	43	38	69	12	8	kanpig	HG02723	r10	8x	ts
13	18	0	0	16	15	28	3	9	kanpig	HG02723	r10	8x	ts
7	25	0	0	12	21	26	5	10	kanpig	HG02723	r10	8x	ts
13045	1186	0	0	17620	488	9640	714	0	svjedi	HG02723	r10	8x	ts
4001	4765	0	0	8755	340	4009	4428	1	svjedi	HG02723	r10	8x	ts
1527	764	0	0	2298	143	1518	623	2	svjedi	HG02723	r10	8x	ts
754	529	0	0	1245	92	790	439	3	svjedi	HG02723	r10	8x	ts
331	197	0	0	493	64	366	133	4	svjedi	HG02723	r10	8x	ts
226	126	0	0	322	38	256	88	5	svjedi	HG02723	r10	8x	ts
143	94	0	0	221	20	159	74	6	svjedi	HG02723	r10	8x	ts
108	56	0	0	150	24	122	32	7	svjedi	HG02723	r10	8x	ts
56	26	0	0	66	16	72	10	8	svjedi	HG02723	r10	8x	ts
24	12	0	0	28	8	32	4	9	svjedi	HG02723	r10	8x	ts
15	20	0	0	23	13	27	7	10	svjedi	HG02723	r10	8x	ts
11498	2790	0	0	16328	1825	9379	1044	0	sniffles	HG02723	r10	8x	ts
3060	6008	0	0	8528	869	3565	5174	1	sniffles	HG02723	r10	8x	ts
1258	1076	0	0	1943	540	1623	562	2	sniffles	HG02723	r10	8x	ts
657	654	0	0	1045	320	910	347	3	sniffles	HG02723	r10	8x	ts
294	259	0	0	427	154	412	113	4	sniffles	HG02723	r10	8x	ts
172	192	0	0	252	120	281	75	5	sniffles	HG02723	r10	8x	ts
130	113	0	0	187	60	186	53	6	sniffles	HG02723	r10	8x	ts
64	104	0	0	96	82	132	26	7	sniffles	HG02723	r10	8x	ts
45	40	0	0	61	24	69	16	8	sniffles	HG02723	r10	8x	ts
16	24	0	0	20	20	36	4	9	sniffles	HG02723	r10	8x	ts
24	13	0	0	33	5	28	8	10	sniffles	HG02723	r10	8x	ts
10688	3596	0	0	15696	2487	9082	1303	0	cutesv	HG02723	r10	8x	ts
2915	6161	0	0	7355	2051	4471	4275	1	cutesv	HG02723	r10	8x	ts
698	1638	0	0	993	1493	1931	255	2	cutesv	HG02723	r10	8x	ts
221	1098	0	0	350	1023	1144	121	3	cutesv	HG02723	r10	8x	ts
65	488	0	0	84	498	507	17	4	cutesv	HG02723	r10	8x	ts
37	327	0	0	42	330	351	5	5	cutesv	HG02723	r10	8x	ts
16	225	0	0	16	229	237	0	6	cutesv	HG02723	r10	8x	ts
13	155	0	0	14	164	157	1	7	cutesv	HG02723	r10	8x	ts
6	79	0	0	6	79	85	0	8	cutesv	HG02723	r10	8x	ts
1	38	0	0	1	38	39	0	9	cutesv	HG02723	r10	8x	ts
3	33	0	0	3	34	35	0	10	cutesv	HG02723	r10	8x	ts
11666	2547	0	0	16138	748	9599	1941	0	kanpig	HG02723	r10	8x	ds
2793	5253	0	0	6845	3862	3964	1421	1	kanpig	HG02723	r10	8x	ds
692	665	0	0	1024	285	1009	396	2	kanpig	HG02723	r10	8x	ds
220	332	0	0	388	154	379	183	3	kanpig	HG02723	r10	8x	ds
55	158	0	0	101	40	162	123	4	kanpig	HG02723	r10	8x	ds
26	88	0	0	44	18	92	74	5	kanpig	HG02723	r10	8x	ds
18	66	0	0	31	9	71	57	6	kanpig	HG02723	r10	8x	ds
4	51	0	0	4	0	54	52	7	kanpig	HG02723	r10	8x	ds
6	9	0	0	6	0	15	9	8	kanpig	HG02723	r10	8x	ds
0	16	0	0	0	0	16	16	9	kanpig	HG02723	r10	8x	ds
0	15	0	0	0	0	15	15	10	kanpig	HG02723	r10	8x	ds
12437	1744	0	0	16724	543	9770	1325	0	svjedi	HG02723	r10	8x	ds
1867	6189	0	0	7758	5693	2144	517	1	svjedi	HG02723	r10	8x	ds
594	723	0	0	1196	552	704	182	2	svjedi	HG02723	r10	8x	ds
184	343	0	0	456	258	249	91	3	svjedi	HG02723	r10	8x	ds
53	114	0	0	116	56	101	61	4	svjedi	HG02723	r10	8x	ds
28	43	0	0	47	19	52	24	5	svjedi	HG02723	r10	8x	ds
16	25	0	0	32	12	25	13	6	svjedi	HG02723	r10	8x	ds
3	10	0	0	5	2	11	8	7	svjedi	HG02723	r10	8x	ds
4	4	0	0	8	4	4	0	8	svjedi	HG02723	r10	8x	ds
0	6	0	0	1	1	5	5	9	svjedi	HG02723	r10	8x	ds
0	1	0	0	1	1	0	0	10	svjedi	HG02723	r10	8x	ds
11165	3041	0	0	15871	976	9358	2207	0	sniffles	HG02723	r10	8x	ds
2256	5775	0	0	7325	4873	2926	938	1	sniffles	HG02723	r10	8x	ds
650	725	0	0	1089	388	916	357	2	sniffles	HG02723	r10	8x	ds
228	366	0	0	424	182	385	197	3	sniffles	HG02723	r10	8x	ds
63	168	0	0	107	37	181	137	4	sniffles	HG02723	r10	8x	ds
28	111	0	0	47	19	113	99	5	sniffles	HG02723	r10	8x	ds
20	91	0	0	31	7	100	84	6	sniffles	HG02723	r10	8x	ds
5	89	0	0	6	1	85	96	7	sniffles	HG02723	r10	8x	ds
5	27	0	0	7	2	30	25	8	sniffles	HG02723	r10	8x	ds
1	22	0	0	1	0	23	22	9	sniffles	HG02723	r10	8x	ds
0	32	0	0	0	0	31	33	10	sniffles	HG02723	r10	8x	ds
10510	3741	0	0	15446	1262	9108	2686	0	cutesv	HG02723	r10	8x	ds
2040	5993	0	0	6803	4607	3197	1459	1	cutesv	HG02723	r10	8x	ds
511	837	0	0	833	292	986	585	2	cutesv	HG02723	r10	8x	ds
145	488	0	0	286	133	478	369	3	cutesv	HG02723	r10	8x	ds
43	233	0	0	65	20	244	223	4	cutesv	HG02723	r10	8x	ds
15	156	0	0	25	10	158	149	5	cutesv	HG02723	r10	8x	ds
4	113	0	0	9	5	109	111	6	cutesv	HG02723	r10	8x	ds
3	60	0	0	3	0	62	61	7	cutesv	HG02723	r10	8x	ds
1	33	0	0	1	0	34	33	8	cutesv	HG02723	r10	8x	ds
0	15	0	0	0	0	15	15	9	cutesv	HG02723	r10	8x	ds
0	4	0	0	0	0	4	4	10	cutesv	HG02723	r10	8x	ds
13074	1147	0	0	17119	286	10060	977	0	orig	HG02723	r10	8x	ds
2632	5563	0	0	7933	5083	2882	492	1	orig	HG02723	r10	8x	ds
815	563	0	0	1291	415	899	151	2	orig	HG02723	r10	8x	ds
264	291	0	0	496	211	321	82	3	orig	HG02723	r10	8x	ds
90	78	0	0	140	42	116	38	4	orig	HG02723	r10	8x	ds
46	42	0	0	69	21	65	21	5	orig	HG02723	r10	8x	ds
27	20	0	0	35	8	39	12	6	orig	HG02723	r10	8x	ds
13	10	0	0	18	5	18	5	7	orig	HG02723	r10	8x	ds
10	10	0	0	10	0	20	10	8	orig	HG02723	r10	8x	ds
5	5	0	0	7	2	8	3	9	orig	HG02723	r10	8x	ds
0	0	0	0	0	0	0	0	10	orig	HG02723	r10	8x	ds
11256	3039	0	0	15575	2589	9811	615	0	kanpig	HG02723	r9	8x	ts
5461	3598	0	0	6829	2560	7644	1085	1	kanpig	HG02723	r9	8x	ts
1375	954	0	0	1688	788	1988	194	2	kanpig	HG02723	r9	8x	ts
709	607	0	0	892	478	1121	141	3	kanpig	HG02723	r9	8x	ts
296	256	0	0	378	202	462	62	4	kanpig	HG02723	r9	8x	ts
176	184	0	0	222	146	309	43	5	kanpig	HG02723	r9	8x	ts
109	130	0	0	137	106	210	25	6	kanpig	HG02723	r9	8x	ts
51	108	0	0	82	87	125	24	7	kanpig	HG02723	r9	8x	ts
22	60	0	0	38	44	66	16	8	kanpig	HG02723	r9	8x	ts
12	27	0	0	18	21	33	6	9	kanpig	HG02723	r9	8x	ts
8	29	0	0	15	23	29	7	10	kanpig	HG02723	r9	8x	ts
13094	1145	0	0	17603	512	9714	649	0	svjedi	HG02723	r9	8x	ts
4135	4715	0	0	8867	311	4116	4406	1	svjedi	HG02723	r9	8x	ts
1593	694	0	0	2314	122	1565	573	2	svjedi	HG02723	r9	8x	ts
809	486	0	0	1273	76	831	410	3	svjedi	HG02723	r9	8x	ts
388	153	0	0	531	39	398	114	4	svjedi	HG02723	r9	8x	ts
257	101	0	0	346	20	269	81	5	svjedi	HG02723	r9	8x	ts
140	101	0	0	221	24	160	77	6	svjedi	HG02723	r9	8x	ts
110	50	0	0	147	23	121	29	7	svjedi	HG02723	r9	8x	ts
42	40	0	0	62	20	62	20	8	svjedi	HG02723	r9	8x	ts
24	13	0	0	34	3	27	10	9	svjedi	HG02723	r9	8x	ts
24	11	0	0	30	6	29	5	10	svjedi	HG02723	r9	8x	ts
11607	2684	0	0	16299	1858	9514	911	0	sniffles	HG02723	r9	8x	ts
2981	6079	0	0	8516	872	3481	5251	1	sniffles	HG02723	r9	8x	ts
1179	1148	0	0	1873	601	1605	575	2	sniffles	HG02723	r9	8x	ts
636	678	0	0	1032	336	900	360	3	sniffles	HG02723	r9	8x	ts
264	289	0	0	415	166	395	130	4	sniffles	HG02723	r9	8x	ts
208	156	0	0	286	86	285	71	5	sniffles	HG02723	r9	8x	ts
124	119	0	0	183	64	184	55	6	sniffles	HG02723	r9	8x	ts
70	98	0	0	119	59	118	40	7	sniffles	HG02723	r9	8x	ts
36	49	0	0	62	23	59	26	8	sniffles	HG02723	r9	8x	ts
17	23	0	0	28	12	29	11	9	sniffles	HG02723	r9	8x	ts
20	17	0	0	26	12	31	5	10	sniffles	HG02723	r9	8x	ts
10747	3537	0	0	15622	2561	9204	1181	0	cutesv	HG02723	r9	8x	ts
2860	6216	0	0	7313	2093	4461	4285	1	cutesv	HG02723	r9	8x	ts
635	1701	0	0	927	1559	1935	251	2	cutesv	HG02723	r9	8x	ts
231	1088	0	0	352	1021	1152	113	3	cutesv	HG02723	r9	8x	ts
62	491	0	0	81	501	507	17	4	cutesv	HG02723	r9	8x	ts
27	337	0	0	32	340	351	5	5	cutesv	HG02723	r9	8x	ts
10	231	0	0	13	232	234	3	6	cutesv	HG02723	r9	8x	ts
9	159	0	0	10	168	157	1	7	cutesv	HG02723	r9	8x	ts
1	84	0	0	1	84	85	0	8	cutesv	HG02723	r9	8x	ts
1	38	0	0	1	38	39	0	9	cutesv	HG02723	r9	8x	ts
3	33	0	0	3	34	35	0	10	cutesv	HG02723	r9	8x	ts
10919	3303	0	0	15148	604	9743	2949	0	kanpig	HG02723	r9	8x	ds
2535	5474	0	0	6276	3553	4228	1961	1	kanpig	HG02723	r9	8x	ds
594	802	0	0	920	282	1047	543	2	kanpig	HG02723	r9	8x	ds
196	413	0	0	334	126	458	300	3	kanpig	HG02723	r9	8x	ds
52	178	0	0	89	32	189	150	4	kanpig	HG02723	r9	8x	ds
19	114	0	0	36	17	113	100	5	kanpig	HG02723	r9	8x	ds
15	86	0	0	17	2	98	85	6	kanpig	HG02723	r9	8x	ds
3	76	0	0	4	1	78	75	7	kanpig	HG02723	r9	8x	ds
2	39	0	0	3	1	40	38	8	kanpig	HG02723	r9	8x	ds
1	22	0	0	1	0	23	22	9	kanpig	HG02723	r9	8x	ds
1	22	0	0	1	0	22	23	10	kanpig	HG02723	r9	8x	ds
12389	1753	0	0	16594	468	9802	1420	0	svjedi	HG02723	r9	8x	ds
1929	6053	0	0	7650	5520	2242	552	1	svjedi	HG02723	r9	8x	ds
581	732	0	0	1145	515	737	229	2	svjedi	HG02723	r9	8x	ds
175	346	0	0	438	249	255	100	3	svjedi	HG02723	r9	8x	ds
53	111	0	0	110	52	104	62	4	svjedi	HG02723	r9	8x	ds
24	46	0	0	43	19	49	29	5	svjedi	HG02723	r9	8x	ds
13	30	0	0	24	11	32	19	6	svjedi	HG02723	r9	8x	ds
3	18	0	0	6	3	18	15	7	svjedi	HG02723	r9	8x	ds
2	18	0	0	3	1	19	17	8	svjedi	HG02723	r9	8x	ds
0	5	0	0	1	1	4	4	9	svjedi	HG02723	r9	8x	ds
1	0	0	0	1	0	1	0	10	svjedi	HG02723	r9	8x	ds
11219	2962	0	0	15784	842	9466	2270	0	sniffles	HG02723	r9	8x	ds
2130	5827	0	0	7264	4938	2792	920	1	sniffles	HG02723	r9	8x	ds
571	787	0	0	1013	396	895	412	2	sniffles	HG02723	r9	8x	ds
193	393	0	0	391	187	377	217	3	sniffles	HG02723	r9	8x	ds
48	177	0	0	92	40	179	139	4	sniffles	HG02723	r9	8x	ds
24	118	0	0	37	13	126	108	5	sniffles	HG02723	r9	8x	ds
16	100	0	0	23	7	109	93	6	sniffles	HG02723	r9	8x	ds
3	107	0	0	7	4	99	110	7	sniffles	HG02723	r9	8x	ds
2	39	0	0	3	1	40	38	8	sniffles	HG02723	r9	8x	ds
0	25	0	0	1	1	24	24	9	sniffles	HG02723	r9	8x	ds
1	23	0	0	1	0	23	24	10	sniffles	HG02723	r9	8x	ds
10588	3629	0	0	15406	1135	9203	2690	0	cutesv	HG02723	r9	8x	ds
1995	6003	0	0	6768	4612	3156	1460	1	cutesv	HG02723	r9	8x	ds
442	937	0	0	771	302	1011	674	2	cutesv	HG02723	r9	8x	ds
143	461	0	0	296	145	442	325	3	cutesv	HG02723	r9	8x	ds
41	200	0	0	68	26	207	181	4	cutesv	HG02723	r9	8x	ds
17	147	0	0	23	6	151	148	5	cutesv	HG02723	r9	8x	ds
5	112	0	0	10	5	109	110	6	cutesv	HG02723	r9	8x	ds
1	74	0	0	2	1	73	74	7	cutesv	HG02723	r9	8x	ds
1	29	0	0	2	1	29	28	8	cutesv	HG02723	r9	8x	ds
0	11	0	0	0	0	11	11	9	cutesv	HG02723	r9	8x	ds
0	0	0	0	0	0	0	0	10	cutesv	HG02723	r9	8x	ds
13074	1147	0	0	17119	286	10060	977	0	orig	HG02723	r9	8x	ds
2632	5563	0	0	7933	5083	2882	492	1	orig	HG02723	r9	8x	ds
815	563	0	0	1291	415	899	151	2	orig	HG02723	r9	8x	ds
264	291	0	0	496	211	321	82	3	orig	HG02723	r9	8x	ds
90	78	0	0	140	42	116	38	4	orig	HG02723	r9	8x	ds
46	42	0	0	69	21	65	21	5	orig	HG02723	r9	8x	ds
27	20	0	0	35	8	39	12	6	orig	HG02723	r9	8x	ds
13	10	0	0	18	5	18	5	7	orig	HG02723	r9	8x	ds
10	10	0	0	10	0	20	10	8	orig	HG02723	r9	8x	ds
5	5	0	0	7	2	8	3	9	orig	HG02723	r9	8x	ds
0	0	0	0	0	0	0	0	10	orig	HG02723	r9	8x	ds
